ID,Data,Produto,Categoria,Quantidade,Preço
12750,2023-05-19 00:55:21,Chave de Fenda,Ferramentas Manuais,6,10.39
12751,2023-03-28 17:58:10,Fita Crepe,Fixação,6,2.95
12752,2023-08-14 15:36:58,Telha,Construção,18,9.95
12753,2023-08-24 15:48:33,Serrote,Ferramentas Manuais,19,29.59
12754,2023-05-19 04:30:40,Esmerilhadeira,Ferramentas Elétricas,34,199.69
12755,2023-04-01 15:07:03,Tinta Latex,Pintura,34,59.89
12756,2023-06-02 04:43:21,Capacete,Segurança,12,44.59
12757,2023-10-17 04:28:01,Rolo,Pintura,43,14.89
12758,2023-02-12 20:50:30,Semente,Jardinagem,12,9.95
12759,2023-05-07 15:18:23,Cola,Fixação,4,5.89
12760,2023-03-26 20:01:58,Luva,Segurança,17,7.89
12761,2023-03-03 03:34:55,Talabarte,Segurança,2,34.89
12762,2023-12-09 22:37:32,Luva,Hidráulicos,48,7.89
12763,2023-10-08 04:27:39,Torneira,Hidráulicos,17,34.89
12764,2023-08-12 04:39:47,Semente,Jardinagem,13,9.95
12765,2023-01-01 07:53:53,Pincel,Pintura,2,4.89
12766,2023-07-24 14:05:28,Luva,Segurança,25,7.89
12767,2023-03-04 11:01:39,Pincel,Pintura,21,4.89
12768,2023-05-31 08:30:54,Rolo,Pintura,27,14.89
12769,2023-06-28 13:25:29,Fita Veda Rosca,Vedação,6,3.39
12770,2023-10-31 08:35:36,Verniz,Pintura,12,24.79
12771,2023-11-17 19:47:31,Removedor de Tinta,Pintura,49,19.59
12772,2023-10-07 06:46:06,Removedor de Tinta,Pintura,46,19.59
12773,2023-05-01 17:33:41,Dobradiça,Ferragens,18,4.39
12774,2023-07-19 09:39:28,Ralo,Hidráulicos,5,11.89
12775,2023-09-11 08:36:15,Rolo,Pintura,35,14.89
12776,2023-07-18 00:46:32,Mangueira,Jardinagem,31,49.99
12777,2023-05-24 08:37:00,Telha,Construção,13,9.95
12778,2023-07-20 04:03:20,Gancho,Segurança,14,14.89
12779,2023-12-09 07:10:00,Máscara,Segurança,36,9.89
12780,2023-07-27 10:42:51,Luva,Hidráulicos,39,7.89
12781,2023-10-18 03:33:21,Conexão,Hidráulicos,42,4.89
12782,2023-10-19 23:40:51,Interruptor,Elétricos,1,9.95
12783,2023-06-27 04:42:38,Prego,Ferragens,48,1.95
12784,2023-02-22 06:23:56,Removedor de Tinta,Pintura,43,19.59
12785,2023-04-04 05:21:33,Capacete,Segurança,44,44.59
12786,2023-08-30 18:46:57,Pulverizador,Jardinagem,18,79.59
12787,2023-03-19 21:04:13,Removedor de Tinta,Pintura,4,19.59
12788,2023-03-27 06:01:19,Fita Dupla Face,Fixação,48,4.39
12789,2023-12-27 01:53:04,Torneira,Hidráulicos,25,34.89
12790,2023-05-28 23:46:28,Válvula,Hidráulicos,14,19.59
12791,2023-06-08 02:11:51,Escada,Segurança,47,199.49
12792,2023-08-26 07:03:06,Tijolo,Construção,24,0.75
12793,2023-09-01 14:30:53,Verniz,Pintura,13,24.79
12794,2023-05-22 14:12:37,Grama m2,Jardinagem,42,14.95
12795,2023-09-14 22:41:16,Alicate,Ferramentas Manuais,43,19.79
12796,2023-07-18 00:45:05,Prego,Ferragens,32,1.95
12797,2023-10-18 02:53:33,Ralo,Hidráulicos,4,11.89
12798,2023-08-18 10:25:47,Telha,Construção,19,9.95
12799,2023-08-06 01:01:26,Tubo Cobre,Hidráulicos,33,24.95
12800,2023-08-02 12:38:55,Bloco de Concreto,Construção,20,14.89
12801,2023-04-15 07:15:40,Fita Dupla Face,Fixação,4,4.39
12802,2023-06-07 03:58:22,Verniz,Pintura,24,24.79
12803,2023-12-27 17:43:33,Puxador,Ferragens,6,11.89
12804,2023-12-31 01:48:33,Tinta Spray,Pintura,44,39.89
12805,2023-01-21 19:47:38,Luva,Hidráulicos,3,7.89
12806,2023-07-29 14:25:17,Escada,Segurança,26,199.49
12807,2023-04-18 05:18:27,Caixa de Passagem,Elétricos,19,19.79
12808,2023-03-19 04:35:54,Botas,Segurança,10,79.79
12809,2023-10-28 10:26:27,Alicate,Ferramentas Manuais,47,19.79
12810,2023-08-08 04:04:53,Areia,Construção,17,49.79
12811,2023-11-25 23:08:56,Torneira,Hidráulicos,3,34.89
12812,2023-11-19 01:41:06,Grama m2,Jardinagem,33,14.95
12813,2023-10-31 00:33:17,Fechadura,Ferragens,41,29.89
12814,2023-12-29 07:31:02,Registro,Hidráulicos,28,19.99
12815,2023-01-17 22:37:16,Condulete,Elétricos,14,7.89
12816,2023-09-17 02:43:09,Colete,Segurança,47,89.99
12817,2023-04-06 17:03:01,Chave de Fenda,Ferramentas Manuais,34,10.39
12818,2023-02-01 17:22:13,Semente,Jardinagem,38,9.95
12819,2023-12-27 22:45:27,Tinta Latex,Pintura,4,59.89
12820,2023-09-18 23:21:17,PU,Fixação,40,9.95
12821,2023-12-09 23:47:25,PU,Fixação,49,9.95
12822,2023-05-23 12:11:01,Serra Elétrica,Ferramentas Elétricas,47,249.79
12823,2023-08-08 11:05:39,Alicate,Ferramentas Manuais,27,19.79
12824,2023-10-19 06:00:22,Rastelo,Jardinagem,38,34.49
12825,2023-07-12 12:35:08,Disjuntor,Elétricos,26,34.99
12826,2023-02-26 23:32:46,Porca,Ferragens,47,0.45
12827,2023-10-21 15:29:56,Resina,Pintura,32,49.99
12828,2023-09-20 03:46:45,Silicone,Fixação,27,11.89
12829,2023-03-03 03:14:47,Tubo Cobre,Hidráulicos,48,24.95
12830,2023-07-02 22:41:24,Pulverizador,Jardinagem,7,79.59
12831,2023-11-03 15:04:40,Dobradiça,Ferragens,39,4.39
12832,2023-11-15 19:31:37,Corda,Segurança,46,59.59
12833,2023-02-11 11:29:06,Tomada,Elétricos,22,3.99
12834,2023-09-15 08:15:40,Vassoura,Jardinagem,48,24.79
12835,2023-12-31 18:15:07,Porca,Ferragens,11,0.45
12836,2023-05-31 12:02:40,Caixa de Passagem,Elétricos,5,19.79
12837,2023-06-11 12:38:26,Parafuso,Ferragens,10,1.39
12838,2023-09-02 22:39:42,Semente,Jardinagem,6,9.95
12839,2023-08-25 12:20:01,Interruptor,Elétricos,33,9.95
12840,2023-08-01 07:30:50,Óculos de Proteção,Segurança,26,19.99
12841,2023-03-16 08:10:11,Ralo,Hidráulicos,25,11.89
12842,2023-07-13 18:21:14,PU,Fixação,37,9.95
12843,2023-09-26 19:10:28,Dobradiça,Ferragens,10,4.39
12844,2023-10-27 05:32:00,Rolo,Pintura,21,14.89
12845,2023-06-15 14:18:50,Chave Philips,Ferramentas Manuais,17,14.95
12846,2023-04-07 22:32:13,Luminária,Elétricos,34,49.59
12847,2023-11-11 15:34:42,Luminária,Elétricos,40,49.59
12848,2023-10-17 01:52:04,Porca,Ferragens,48,0.45
12849,2023-02-23 16:09:44,Luminária,Elétricos,29,49.59
12850,2023-11-09 03:48:07,Martelo,Ferramentas Manuais,38,24.89
12851,2023-01-15 10:43:01,Colete,Segurança,47,89.99
12852,2023-02-26 11:24:18,Trena,Ferramentas Manuais,47,34.99
12853,2023-05-07 14:30:27,Capacete,Segurança,46,44.59
12854,2023-03-16 00:00:18,Telha,Construção,34,9.95
12855,2023-04-04 09:30:53,Prego,Ferragens,12,1.95
12856,2023-06-16 02:06:03,Fita Dupla Face,Fixação,31,4.39
12857,2023-11-12 21:17:04,Torneira,Hidráulicos,10,34.89
12858,2023-04-05 06:53:44,Capacete,Segurança,12,44.59
12859,2023-03-12 22:34:06,Colete,Segurança,44,89.99
12860,2023-09-30 23:17:22,Canaleta,Elétricos,12,14.59
12861,2023-02-14 09:30:05,Joelho,Hidráulicos,19,14.79
12862,2023-03-20 21:41:57,Disjuntor,Elétricos,31,34.99
12863,2023-12-19 18:19:51,Puxador,Ferragens,30,11.89
12864,2023-09-14 23:04:31,Grama m2,Jardinagem,11,14.95
12865,2023-05-20 05:23:09,Removedor de Tinta,Pintura,30,19.59
12866,2023-11-26 15:36:04,Ralo,Hidráulicos,3,11.89
12867,2023-02-21 16:19:14,Cimento,Construção,25,24.95
12868,2023-09-08 07:05:01,Adesivo,Fixação,23,4.39
12869,2023-02-16 10:44:01,Conexão,Hidráulicos,28,4.89
12870,2023-04-08 16:55:05,Fita Isolante,Vedação,49,2.49
12871,2023-05-02 03:13:15,Dobradiça,Ferragens,10,4.39
12872,2023-12-21 16:46:37,Cola,Fixação,17,5.89
12873,2023-01-04 02:59:03,Chave Philips,Ferramentas Manuais,38,14.95
12874,2023-12-18 18:33:25,Cortador de Azulejo,Ferramentas Elétricas,13,119.89
12875,2023-10-31 17:48:30,Alicate,Ferramentas Manuais,41,19.79
12876,2023-03-23 04:05:24,Rolo,Pintura,32,14.89
12877,2023-11-08 23:49:52,Semente,Jardinagem,6,9.95
12878,2023-06-11 10:34:58,Adesivo,Fixação,41,4.39
12879,2023-06-08 00:41:26,Rastelo,Jardinagem,33,34.49
12880,2023-04-03 15:28:37,Registro,Hidráulicos,25,19.99
12881,2023-07-03 10:51:44,Mangueira,Jardinagem,29,49.99
12882,2023-07-21 17:38:40,Tomada,Elétricos,6,3.99
12883,2023-04-30 13:01:22,Máscara,Segurança,6,9.89
12884,2023-09-20 10:40:26,Trinco,Ferragens,26,7.39
12885,2023-05-13 11:54:51,Válvula,Hidráulicos,14,19.59
12886,2023-08-20 14:37:32,Semente,Jardinagem,30,9.95
12887,2023-05-23 08:17:08,Fita Crepe,Fixação,21,2.95
12888,2023-03-04 21:06:37,Corda,Segurança,27,59.59
12889,2023-01-23 10:04:33,Telha,Construção,44,9.95
12890,2023-09-11 01:08:03,Joelho,Hidráulicos,3,14.79
12891,2023-09-23 14:36:33,Fita Crepe,Fixação,49,2.95
12892,2023-03-27 06:53:52,Silicone,Fixação,6,11.89
12893,2023-12-10 23:17:13,Prego,Ferragens,10,1.95
12894,2023-05-26 04:44:46,Luva,Hidráulicos,25,7.89
12895,2023-07-01 08:57:02,Verniz,Pintura,24,24.79
12896,2023-10-29 09:55:32,Máscara,Segurança,1,9.89
12897,2023-03-04 10:09:41,Silicone,Fixação,11,11.89
12898,2023-05-31 06:55:32,Grama m2,Jardinagem,5,14.95
12899,2023-06-16 17:39:40,Tijolo,Construção,7,0.75
12900,2023-12-24 11:58:34,Rastelo,Jardinagem,2,34.49
12901,2023-02-28 13:53:29,Pulverizador,Jardinagem,4,79.59
12902,2023-01-17 04:12:37,Pulverizador,Jardinagem,30,79.59
12903,2023-08-16 07:12:00,Gancho,Segurança,40,14.89
12904,2023-09-13 06:16:57,Chave de Impacto,Ferramentas Elétricas,48,179.29
12905,2023-10-27 11:43:50,Fita Dupla Face,Fixação,25,4.39
12906,2023-02-26 04:39:06,Corda,Segurança,44,59.59
12907,2023-11-18 00:14:03,Prego,Ferragens,5,1.95
12908,2023-07-09 11:06:13,Serrote,Ferramentas Manuais,6,29.59
12909,2023-05-16 03:36:47,Rastelo,Jardinagem,39,34.49
12910,2023-07-23 00:50:42,Pincel,Pintura,48,4.89
12911,2023-06-11 19:12:20,Bloco de Concreto,Construção,20,14.89
12912,2023-01-14 13:54:02,Bloco de Concreto,Construção,41,14.89
12913,2023-03-08 05:39:42,Lâmpada,Elétricos,14,4.39
12914,2023-05-19 07:32:03,Registro,Hidráulicos,30,19.99
12915,2023-03-10 03:49:59,Pulverizador,Jardinagem,14,79.59
12916,2023-06-14 20:56:17,Capacete,Segurança,23,44.59
12917,2023-06-22 17:53:54,Tubo PVC,Hidráulicos,23,9.89
12918,2023-01-13 06:39:34,Fita Dupla Face,Fixação,41,4.39
12919,2023-02-10 19:30:48,Parafuso,Ferragens,23,1.39
12920,2023-12-10 06:30:28,Areia,Construção,22,49.79
12921,2023-05-13 02:15:17,Pulverizador,Jardinagem,45,79.59
12922,2023-09-03 08:24:08,Serrote,Ferramentas Manuais,16,29.59
12923,2023-01-21 03:08:31,Mangueira,Jardinagem,28,49.99
12924,2023-09-04 02:27:16,Telha,Construção,33,9.95
12925,2023-11-20 04:13:24,Talabarte,Segurança,18,34.89
12926,2023-08-14 13:45:26,Furadeira,Ferramentas Elétricas,18,149.49
12927,2023-05-25 18:40:12,Pincel,Pintura,4,4.89
12928,2023-04-23 18:15:14,Semente,Jardinagem,14,9.95
12929,2023-04-08 02:42:34,Condulete,Elétricos,20,7.89
12930,2023-05-25 03:41:08,Alicate,Ferramentas Manuais,25,19.79
12931,2023-07-31 14:54:38,Fita Isolante,Vedação,26,2.49
12932,2023-07-23 04:29:35,Grama m2,Jardinagem,38,14.95
12933,2023-11-23 23:52:15,Fita Crepe,Fixação,12,2.95
12934,2023-03-27 01:11:46,Gancho,Segurança,15,14.89
12935,2023-10-22 01:56:38,Disjuntor,Elétricos,20,34.99
12936,2023-06-13 04:00:10,Luva,Segurança,10,7.89
12937,2023-09-04 11:56:11,Gancho,Segurança,34,14.89
12938,2023-07-19 04:25:20,Tomada,Elétricos,23,3.99
12939,2023-07-31 06:06:44,Máscara,Segurança,27,9.89
12940,2023-12-19 07:28:16,Canaleta,Elétricos,11,14.59
12941,2023-01-10 16:11:48,Fita Isolante,Vedação,41,2.49
12942,2023-11-18 15:52:22,Trinco,Ferragens,39,7.39
12943,2023-09-15 17:15:47,Silicone,Fixação,23,11.89
12944,2023-02-21 12:58:22,Talabarte,Segurança,7,34.89
12945,2023-08-24 11:56:09,Areia,Construção,41,49.79
12946,2023-04-12 03:31:36,Parafuso,Ferragens,28,1.39
12947,2023-09-03 17:34:54,Luva,Segurança,45,7.89
12948,2023-04-07 09:43:27,Tomada,Elétricos,20,3.99
12949,2023-06-26 19:10:35,Canaleta,Elétricos,20,14.59
12950,2023-01-08 01:16:41,Pulverizador,Jardinagem,36,79.59
12951,2023-08-16 12:12:16,Capacete,Segurança,25,44.59
12952,2023-09-09 14:05:12,Porca,Ferragens,47,0.45
12953,2023-01-21 02:35:31,Talabarte,Segurança,42,34.89
12954,2023-02-23 05:56:04,Areia,Construção,10,49.79
12955,2023-03-29 05:32:42,Esmerilhadeira,Ferramentas Elétricas,4,199.69
12956,2023-04-22 08:25:53,Cortador de Azulejo,Ferramentas Elétricas,19,119.89
12957,2023-10-07 03:35:22,Rolo,Pintura,22,14.89
12958,2023-04-12 13:45:01,Gancho,Segurança,13,14.89
12959,2023-01-10 04:31:46,Luva,Segurança,21,7.89
12960,2023-10-10 21:49:27,Caixa de Passagem,Elétricos,8,19.79
12961,2023-09-03 11:33:52,Telha,Construção,44,9.95
12962,2023-01-09 15:37:44,Chave Philips,Ferramentas Manuais,29,14.95
12963,2023-07-01 19:21:26,Cimento,Construção,6,24.95
12964,2023-04-01 10:28:49,Cola,Fixação,20,5.89
12965,2023-05-08 10:54:20,Silicone,Fixação,7,11.89
12966,2023-02-01 03:54:49,Máscara,Segurança,20,9.89
12967,2023-01-17 08:48:32,Cola,Fixação,25,5.89
12968,2023-09-17 16:59:36,Esmerilhadeira,Ferramentas Elétricas,36,199.69
12969,2023-03-13 03:09:10,Capacete,Segurança,41,44.59
12970,2023-11-09 08:30:20,Fita Dupla Face,Fixação,9,4.39
12971,2023-04-16 14:39:01,Furadeira,Ferramentas Elétricas,16,149.49
12972,2023-11-29 06:28:00,Luva,Hidráulicos,49,7.89
12973,2023-04-29 23:57:28,Tomada,Elétricos,13,3.99
12974,2023-09-07 22:09:34,Disjuntor,Elétricos,37,34.99
12975,2023-08-19 15:10:06,Óculos de Proteção,Segurança,18,19.99
12976,2023-03-13 03:25:17,Rastelo,Jardinagem,48,34.49
12977,2023-03-08 13:02:22,Torneira,Hidráulicos,3,34.89
12978,2023-10-14 18:29:08,Fita Crepe,Fixação,27,2.95
12979,2023-10-05 01:25:39,Tinta Latex,Pintura,16,59.89
12980,2023-08-18 23:05:40,Tubo PVC,Hidráulicos,23,9.89
12981,2023-04-06 00:41:58,Fita Dupla Face,Fixação,45,4.39
12982,2023-01-29 23:25:13,Fechadura,Ferragens,20,29.89
12983,2023-10-06 14:26:52,Talabarte,Segurança,6,34.89
12984,2023-09-04 11:05:56,Lixa,Pintura,15,3.89
12985,2023-03-11 11:39:29,Fita Veda Rosca,Vedação,40,3.39
12986,2023-05-12 12:05:54,Gancho,Segurança,17,14.89
12987,2023-01-31 23:04:53,Silicone,Fixação,19,11.89
12988,2023-08-07 01:02:47,Escada,Segurança,45,199.49
12989,2023-09-10 16:29:12,Prego,Ferragens,12,1.95
12990,2023-06-29 19:44:25,Alicate,Ferramentas Manuais,11,19.79
12991,2023-04-08 03:01:10,Fita Crepe,Fixação,36,2.95
12992,2023-01-11 17:36:35,Cola,Fixação,24,5.89
12993,2023-12-30 06:30:08,Joelho,Hidráulicos,8,14.79
12994,2023-01-27 08:24:07,Válvula,Hidráulicos,35,19.59
12995,2023-01-03 04:06:06,Tubo Cobre,Hidráulicos,3,24.95
12996,2023-08-08 13:27:03,Chave de Fenda,Ferramentas Manuais,19,10.39
12997,2023-03-28 07:44:52,Bloco de Concreto,Construção,31,14.89
12998,2023-09-15 16:57:43,Fita Veda Rosca,Vedação,3,3.39
12999,2023-03-10 14:19:48,Fita Crepe,Fixação,29,2.95
13000,2023-07-21 07:19:11,Chave de Fenda,Ferramentas Manuais,5,10.39
13001,2023-01-22 20:16:14,Resina,Pintura,9,49.99
13002,2023-04-21 02:49:15,Escada,Segurança,6,199.49
13003,2023-09-27 03:08:53,Adesivo,Fixação,4,4.39
13004,2023-09-04 12:04:39,Silicone,Fixação,3,11.89
13005,2023-02-24 10:34:57,Gancho,Segurança,22,14.89
13006,2023-09-28 19:29:02,Capacete,Segurança,24,44.59
13007,2023-10-29 01:11:17,Tubo Cobre,Hidráulicos,19,24.95
13008,2023-05-22 11:05:24,Escada,Segurança,49,199.49
13009,2023-05-04 04:12:15,Vassoura,Jardinagem,7,24.79
13010,2023-12-08 01:50:44,Torneira,Hidráulicos,37,34.89
13011,2023-05-23 03:28:31,Condulete,Elétricos,7,7.89
13012,2023-05-01 01:49:22,Chave de Fenda,Ferramentas Manuais,46,10.39
13013,2023-04-21 03:03:41,Pulverizador,Jardinagem,13,79.59
13014,2023-10-02 02:28:24,Disjuntor,Elétricos,16,34.99
13015,2023-08-18 18:00:03,Semente,Jardinagem,47,9.95
13016,2023-11-04 14:05:32,Semente,Jardinagem,14,9.95
13017,2023-10-11 14:20:46,Pulverizador,Jardinagem,5,79.59
13018,2023-11-11 04:19:16,Tijolo,Construção,29,0.75
13019,2023-11-19 01:56:43,Chave Philips,Ferramentas Manuais,18,14.95
13020,2023-07-29 17:57:24,Luva,Hidráulicos,47,7.89
13021,2023-02-03 12:55:20,Fita Crepe,Fixação,21,2.95
13022,2023-06-08 22:38:57,Tomada,Elétricos,4,3.99
13023,2023-08-22 09:06:09,Mangueira,Jardinagem,12,49.99
13024,2023-02-04 23:58:55,Fita Crepe,Fixação,37,2.95
13025,2023-10-18 12:26:31,Capacete,Segurança,49,44.59
13026,2023-06-27 09:22:13,Fechadura,Ferragens,9,29.89
13027,2023-07-30 19:25:23,Capacete,Segurança,46,44.59
13028,2023-12-07 13:53:32,Máscara,Segurança,30,9.89
13029,2023-06-08 18:50:54,Escada,Segurança,33,199.49
13030,2023-08-19 06:07:52,Talabarte,Segurança,47,34.89
13031,2023-07-14 18:33:52,Conexão,Hidráulicos,20,4.89
13032,2023-12-12 23:11:32,Luva,Segurança,40,7.89
13033,2023-11-16 00:04:48,Cortador de Azulejo,Ferramentas Elétricas,15,119.89
13034,2023-07-05 00:03:00,Tomada,Elétricos,27,3.99
13035,2023-10-23 03:49:38,Trinco,Ferragens,38,7.39
13036,2023-06-25 04:57:53,Disjuntor,Elétricos,13,34.99
13037,2023-10-14 23:20:16,Conexão,Hidráulicos,37,4.89
13038,2023-01-07 20:50:22,Pincel,Pintura,27,4.89
13039,2023-01-14 15:16:34,Fita Dupla Face,Fixação,16,4.39
13040,2023-03-15 00:35:34,Óculos de Proteção,Segurança,32,19.99
13041,2023-02-17 08:00:58,Escada,Segurança,4,199.49
13042,2023-05-12 13:25:42,Tomada,Elétricos,47,3.99
13043,2023-08-07 22:10:06,Semente,Jardinagem,32,9.95
13044,2023-05-09 19:52:11,Martelo,Ferramentas Manuais,39,24.89
13045,2023-04-25 19:25:21,Puxador,Ferragens,5,11.89
13046,2023-09-19 06:54:00,Tubo Cobre,Hidráulicos,22,24.95
13047,2023-06-22 00:52:54,Bloco de Concreto,Construção,4,14.89
13048,2023-11-13 22:20:05,Pulverizador,Jardinagem,42,79.59
13049,2023-01-01 21:03:35,Conexão,Hidráulicos,27,4.89
13050,2023-06-01 08:24:35,Chave de Impacto,Ferramentas Elétricas,13,179.29
13051,2023-10-23 14:39:23,Gancho,Segurança,49,14.89
13052,2023-10-18 10:12:31,Silicone,Fixação,29,11.89
13053,2023-03-14 08:21:24,Esmerilhadeira,Ferramentas Elétricas,48,199.69
13054,2023-06-09 22:32:04,Disjuntor,Elétricos,4,34.99
13055,2023-09-12 04:37:36,Prego,Ferragens,4,1.95
13056,2023-06-13 18:42:29,Óculos de Proteção,Segurança,27,19.99
13057,2023-03-14 11:01:57,Areia,Construção,13,49.79
13058,2023-07-27 07:36:34,Verniz,Pintura,30,24.79
13059,2023-07-14 17:11:41,Telha,Construção,7,9.95
13060,2023-02-23 11:28:44,PU,Fixação,19,9.95
13061,2023-02-04 20:10:51,Pincel,Pintura,5,4.89
13062,2023-11-01 04:30:39,Serrote,Ferramentas Manuais,19,29.59
13063,2023-01-07 11:04:56,Trinco,Ferragens,25,7.39
13064,2023-12-02 00:44:34,Fita Antichamas,Vedação,14,7.89
13065,2023-11-26 19:44:40,Bloco de Concreto,Construção,30,14.89
13066,2023-12-28 07:56:36,Colete,Segurança,10,89.99
13067,2023-08-28 13:44:55,Fita Antichamas,Vedação,42,7.89
13068,2023-01-19 21:04:10,Rastelo,Jardinagem,14,34.49
13069,2023-04-09 05:21:34,Grama m2,Jardinagem,49,14.95
13070,2023-05-16 01:15:25,Corda,Segurança,44,59.59
13071,2023-01-18 13:42:10,Chave Philips,Ferramentas Manuais,20,14.95
13072,2023-10-13 11:29:18,Conexão,Hidráulicos,30,4.89
13073,2023-04-03 20:37:16,Telha,Construção,29,9.95
13074,2023-08-13 22:08:46,Tinta Latex,Pintura,46,59.89
13075,2023-01-17 12:13:56,Areia,Construção,41,49.79
13076,2023-02-16 13:32:36,Capacete,Segurança,45,44.59
13077,2023-02-20 02:36:42,Caixa de Passagem,Elétricos,39,19.79
13078,2023-07-23 14:03:40,Caixa de Passagem,Elétricos,27,19.79
13079,2023-01-30 22:36:06,Cortador de Azulejo,Ferramentas Elétricas,37,119.89
13080,2023-04-14 08:18:49,Prego,Ferragens,37,1.95
13081,2023-04-14 14:43:55,Furadeira,Ferramentas Elétricas,43,149.49
13082,2023-04-17 23:24:32,Gancho,Segurança,28,14.89
13083,2023-10-29 03:58:04,Escada,Segurança,4,199.49
13084,2023-08-23 13:15:46,Fita Veda Rosca,Vedação,5,3.39
13085,2023-11-26 09:13:50,Cimento,Construção,45,24.95
13086,2023-06-28 19:08:11,Esmerilhadeira,Ferramentas Elétricas,44,199.69
13087,2023-04-21 22:28:15,Pulverizador,Jardinagem,4,79.59
13088,2023-07-31 18:06:45,Tijolo,Construção,33,0.75
13089,2023-09-07 08:01:43,Registro,Hidráulicos,17,19.99
13090,2023-08-14 20:56:21,Vassoura,Jardinagem,18,24.79
13091,2023-06-24 00:18:12,Semente,Jardinagem,31,9.95
13092,2023-08-09 06:56:27,Pulverizador,Jardinagem,39,79.59
13093,2023-12-29 13:32:17,Fita Dupla Face,Fixação,21,4.39
13094,2023-02-10 23:04:35,Lâmpada,Elétricos,31,4.39
13095,2023-05-07 13:54:47,Fechadura,Ferragens,3,29.89
13096,2023-08-07 17:54:26,Ralo,Hidráulicos,7,11.89
13097,2023-07-04 06:54:09,Torneira,Hidráulicos,47,34.89
13098,2023-07-08 18:32:11,Cola,Fixação,19,5.89
13099,2023-03-30 03:14:50,Caixa de Passagem,Elétricos,43,19.79
13100,2023-08-13 19:40:02,Cimento,Construção,30,24.95
13101,2023-01-24 16:04:27,Parafuso,Ferragens,42,1.39
13102,2023-03-19 16:55:53,Areia,Construção,36,49.79
13103,2023-07-19 13:41:17,Furadeira,Ferramentas Elétricas,26,149.49
13104,2023-06-23 14:25:59,Escada,Segurança,45,199.49
13105,2023-06-30 05:04:58,Interruptor,Elétricos,7,9.95
13106,2023-07-15 20:31:10,Lâmpada,Elétricos,48,4.39
13107,2023-05-09 04:18:14,Fita Dupla Face,Fixação,25,4.39
13108,2023-10-21 12:52:06,Caixa de Passagem,Elétricos,22,19.79
13109,2023-09-27 12:58:44,Cimento,Construção,43,24.95
13110,2023-05-19 00:24:07,Adesivo,Fixação,48,4.39
13111,2023-10-14 06:14:15,Prego,Ferragens,23,1.95
13112,2023-02-16 09:03:37,Fita Crepe,Fixação,48,2.95
13113,2023-11-30 10:04:29,Trinco,Ferragens,9,7.39
13114,2023-06-02 13:17:36,Furadeira,Ferramentas Elétricas,16,149.49
13115,2023-10-30 17:25:20,Conexão,Hidráulicos,48,4.89
13116,2023-07-17 15:11:41,Conexão,Hidráulicos,48,4.89
13117,2023-12-03 15:01:09,Chave Philips,Ferramentas Manuais,43,14.95
13118,2023-09-14 01:25:01,Porca,Ferragens,7,0.45
13119,2023-05-19 10:04:26,Puxador,Ferragens,40,11.89
13120,2023-05-10 21:29:43,Prego,Ferragens,15,1.95
13121,2023-08-29 05:37:26,Vassoura,Jardinagem,45,24.79
13122,2023-10-15 09:12:07,Puxador,Ferragens,8,11.89
13123,2023-04-27 05:07:30,Conexão,Hidráulicos,5,4.89
13124,2023-11-25 00:28:52,Furadeira,Ferramentas Elétricas,39,149.49
13125,2023-05-20 13:49:28,Válvula,Hidráulicos,19,19.59
13126,2023-06-16 15:41:19,Luva,Segurança,22,7.89
13127,2023-07-16 04:11:58,Lixa,Pintura,11,3.89
13128,2023-08-23 05:33:37,Tinta Latex,Pintura,16,59.89
13129,2023-07-19 21:42:37,PU,Fixação,20,9.95
13130,2023-04-27 03:11:55,Chave de Impacto,Ferramentas Elétricas,11,179.29
13131,2023-07-23 05:07:10,Dobradiça,Ferragens,29,4.39
13132,2023-05-17 03:19:38,Fita Dupla Face,Fixação,2,4.39
13133,2023-11-26 20:12:47,Fita Veda Rosca,Vedação,36,3.39
13134,2023-02-27 11:15:50,Cola,Fixação,38,5.89
13135,2023-04-21 19:35:13,Vassoura,Jardinagem,23,24.79
13136,2023-11-20 07:28:52,Cortador de Azulejo,Ferramentas Elétricas,29,119.89
13137,2023-04-17 21:17:50,Fita Crepe,Fixação,24,2.95
13138,2023-01-06 08:29:14,Ralo,Hidráulicos,38,11.89
13139,2023-10-05 18:02:57,Canaleta,Elétricos,46,14.59
13140,2023-12-16 23:19:39,Disjuntor,Elétricos,33,34.99
13141,2023-07-22 08:10:31,Óculos de Proteção,Segurança,9,19.99
13142,2023-09-04 07:08:35,Gancho,Segurança,45,14.89
13143,2023-06-25 12:12:13,Pulverizador,Jardinagem,29,79.59
13144,2023-09-05 22:36:00,Tomada,Elétricos,5,3.99
13145,2023-03-27 18:40:08,Luva,Segurança,48,7.89
13146,2023-07-30 02:56:09,Removedor de Tinta,Pintura,40,19.59
13147,2023-10-04 17:29:42,Verniz,Pintura,49,24.79
13148,2023-07-11 03:46:15,Gancho,Segurança,42,14.89
13149,2023-11-07 22:40:20,Tomada,Elétricos,26,3.99
13150,2023-10-28 10:28:02,Pincel,Pintura,30,4.89
13151,2023-02-17 15:29:34,Verniz,Pintura,10,24.79
13152,2023-11-29 10:10:49,Cortador de Azulejo,Ferramentas Elétricas,5,119.89
13153,2023-06-26 15:03:07,Vassoura,Jardinagem,38,24.79
13154,2023-03-04 13:46:34,Máscara,Segurança,3,9.89
